datetime,f1,f2,f3,f4,Temp,label
1997-11-15 23:00,4.019728073,5.114101939,10.09551242,10.88252637,3.195,0
1997-11-16 0:00,4.018883282,5.160575523,10.21537776,10.8726655,2.92,0
1997-11-16 2:00,4.028626604,5.125921059,10.18894085,10.86596156,2.455,0
1997-11-16 3:00,4.038960164,5.142494456,10.06113357,11.06495114,2.24,0
1997-11-16 7:00,4.031113457,5.134455524,10.13584845,10.89386702,1.78,0
1997-11-16 8:00,4.034574028,5.134102584,10.23210385,10.85283688,1.64,0
1997-11-16 9:00,4.045810102,5.187909371,10.13171835,10.77315579,1.525,0
1997-11-16 10:00,4.039885823,5.132008386,10.19331281,10.81053494,1.42,0
1997-11-16 11:00,4.029475767,5.127006362,10.20920789,10.89605256,1.475,0
1997-11-16 12:00,4.020782253,5.111515096,10.24528245,10.8546999,1.715,0
1997-11-16 14:00,4.023804052,5.153083864,10.15418234,10.80374833,2.445,0
1997-11-16 15:00,4.023790254,5.153757191,10.19013177,10.8724954,2.82,0
1997-11-16 16:00,3.998299577,5.14250248,10.167633,10.959452,3.175,0
1997-11-16 17:00,4.014733341,5.128199536,10.20835756,10.91118696,3.425,0
1997-11-16 18:00,4.0159763,5.166430059,10.17370562,10.77315197,3.435,0
1997-11-16 19:00,4.019353053,5.159120254,10.1006753,10.73465427,3.27,0
1997-11-16 20:00,4.023069609,5.150502894,10.18249339,10.85761629,3.11,0
1997-11-16 21:00,4.000432148,5.149771202,10.12412327,10.79680589,2.925,0
1997-11-16 22:00,4.02936549,5.136258898,9.921282526,11.01814351,2.685,0
1997-11-17 1:00,4.028029409,5.124012814,9.929949088,10.93840483,2.335,0
1997-11-17 2:00,4.018570369,5.149279824,10.08080777,11.02566365,2.215,0
1997-11-17 7:00,4.030948523,5.162482161,10.15050125,11.00554197,2.2,0
1997-11-17 9:00,4.027924914,5.104892169,10.13925108,11.06080344,2.285,0
1997-11-17 10:00,4.016836627,5.155209185,10.29226329,10.82175915,2.285,0
1997-11-17 11:00,4.020834045,5.178955595,10.17575295,10.99154495,2.505,0
1997-11-17 12:00,4.025138191,5.164571269,10.13920922,11.08751451,2.885,0
1997-11-17 13:00,3.997481643,5.185001008,10.20860777,10.68015406,3.52,0
1997-11-17 14:00,4.019774868,5.181566407,10.18563218,10.853098,4.24,0
1997-11-17 15:00,4.010170956,5.179066541,10.1631465,10.789282,4.78,0
1997-11-17 16:00,4.006936864,5.171108442,10.16303953,10.82449296,5.25,0
1997-11-17 17:00,4.015782339,5.156809835,10.14187977,10.76393109,5.525,0
1997-11-17 18:00,4.007612801,5.145260058,10.19788423,11.03748437,5.45,0
1997-11-17 19:00,4.025148985,5.235835474,10.30617337,10.8321716,5.205,0
1997-11-17 20:00,4.012499626,5.228020289,10.13123179,10.67436827,5.005,0
1997-11-17 21:00,4.012060461,5.189354019,10.10575691,10.92311707,4.96,0
1997-11-17 22:00,4.017129189,5.185893184,9.984801815,10.66916952,4.915,0
1997-11-17 23:00,4.011878989,5.21615395,10.16039904,10.89592152,4.94,0
1997-11-18 0:00,4.022734955,5.211330562,10.147062,10.89648536,4.96,0
1997-11-18 2:00,4.009029113,5.177456565,10.16458749,11.10266939,5.06,0
1997-11-18 4:00,4.031821889,5.201342462,10.19681414,11.12308684,5.105,0
1997-11-18 5:00,4.01216902,5.222441462,10.22682137,10.81008943,5.145,0
1997-11-18 7:00,4.016096025,5.223663287,10.11477224,10.87312399,5.18,0
1997-11-18 8:00,4.017858644,5.358217978,10.09984799,10.93065494,5.185,0
1997-11-18 9:00,3.984423331,5.198678543,10.14357979,10.79467683,5.195,0
1997-11-18 11:00,3.977485205,5.183061779,10.04800981,10.95847849,5.245,0
1997-11-18 12:00,4.002948664,5.169115263,10.14884035,10.9057666,5.365,0
1997-11-18 13:00,4.007143578,5.189657393,10.14944577,10.80930708,5.54,0
1997-11-18 15:00,4.01439417,5.158443348,10.04147289,10.91380417,6.08,0
1997-11-18 17:00,4.002377714,5.163967895,10.1995279,10.78214974,6.275,0
1997-11-18 18:00,3.984511899,5.198792339,10.22099374,11.02795963,6.24,0
1997-11-18 19:00,3.988444006,5.1634196,10.08727676,10.91640903,6.175,0
1997-11-18 20:00,4.003782424,5.185907191,10.18114713,10.78325074,6.09,0
1997-11-18 21:00,3.994745457,5.161108055,10.06792776,10.81013997,6.02,0
1997-11-18 22:00,4.020140257,5.203132986,10.10077108,10.6178905,5.99,0
1997-11-18 23:00,4.000297455,5.194184601,10.13541336,10.67976376,5.88,0
1997-11-19 0:00,4.005909632,5.163778604,10.20546265,10.75703878,5.8,0
1997-11-19 7:00,3.992801504,5.17696114,9.972355573,10.79731768,5.24,0
1997-11-19 8:00,3.995406125,5.180519553,9.985256027,10.67594425,5.175,0
1997-11-19 9:00,4.083167891,5.104639275,10.13146862,10.86510494,5.105,0
1997-11-19 10:00,3.986158908,5.205844636,10.11710594,10.84939727,5.105,0
1997-11-19 12:00,4.010856432,5.193952896,10.1083442,10.71786321,5.48,0
1997-11-19 13:00,3.983008727,5.033556258,9.843941564,10.97794584,5.9,0
1997-11-19 14:00,3.989954203,5.123438153,10.08731148,11.00941126,6.395,0
1997-11-19 15:00,3.980070678,5.140650604,10.08871825,10.78585644,6.915,0
1997-11-19 16:00,4.001690264,5.141199336,10.11033674,10.69709266,7.54,0
1997-11-19 18:00,3.971813471,5.147381867,10.08927562,10.75638851,7.275,0
1997-11-19 20:00,3.989858766,5.164666099,9.980622559,10.68721653,6.385,0
1997-11-19 21:00,3.99752397,5.13978105,10.06730417,10.78931842,5.93,0
1997-11-19 22:00,4.003253381,5.161100799,10.2015733,10.76402585,5.505,0
1997-11-19 23:00,3.996818992,5.144655088,10.11986961,10.7614004,5.09,0
1997-11-20 0:00,4.001717839,5.167745088,10.11956361,10.87557102,4.665,0
1997-11-20 1:00,3.997607333,5.138770163,10.0033236,10.84008237,4.385,0
1997-11-20 2:00,4.003616275,5.150827494,10.16734746,10.65792338,4.24,0
1997-11-20 3:00,4.004914855,5.133917095,10.1910903,10.70059632,4.14,0
1997-11-20 5:00,4.010779001,5.114215656,10.34309063,10.85716887,4.04,0
1997-11-20 7:00,4.007846369,5.204771204,10.24807675,10.86575387,3.98,0
1997-11-20 9:00,3.993360558,5.20196635,10.06928947,10.91280483,3.885,0
1997-11-20 11:00,4.009911737,5.178540277,10.14480269,10.94660706,3.88,0
1997-11-20 12:00,3.998797684,5.224387349,10.17770938,10.77697094,3.935,0
1997-11-20 13:00,4.015160888,5.141378206,10.17242206,10.88164285,4.075,0
1997-11-20 14:00,4.013439268,5.165769696,10.3979499,10.87001097,4.335,0
1997-11-20 15:00,4.014153286,5.176019829,10.17808327,10.80495721,4.51,0
1997-11-20 16:00,4.007983627,5.185924776,10.20188331,10.80625188,4.58,0
1997-11-20 17:00,3.968865431,5.187852169,10.22694374,10.81602163,4.635,0
1997-11-20 18:00,3.999077082,5.18050189,10.13892496,10.81243521,4.555,0
1997-11-20 19:00,4.022451898,5.159792314,10.10388606,10.88281491,4.46,0
1997-11-20 20:00,4.02374016,5.094451806,10.02273704,10.96966056,4.385,0
1997-11-20 21:00,4.006219086,5.18352642,10.13022326,10.87979511,4.305,0
1997-11-20 22:00,4.012461845,5.253085085,10.0720239,10.93415616,4.21,0
1997-11-21 0:00,4.005758061,5.163875965,10.12068943,10.87793073,4,0
1997-11-21 1:00,4.008731807,5.167545593,10.03610536,10.96165578,3.905,0
1997-11-21 2:00,4.010728469,5.139496377,10.13242604,10.77376189,3.785,0
1997-11-21 6:00,4.037378219,5.153168215,10.19846436,10.94353474,3.63,0
1997-11-21 8:00,4.05793227,5.143503727,10.18829737,10.99345027,3.62,0
1997-11-21 9:00,4.011914072,5.204748047,10.0679561,10.78324315,3.635,0
1997-11-21 12:00,4.036945149,5.116088964,10.04094461,10.80780213,4.055,0
1997-11-21 13:00,4.013000371,5.150932807,10.06483254,10.64447337,4.405,0
1997-11-21 15:00,3.984451557,5.113166255,10.03302727,10.46301502,5.325,0
1997-11-21 16:00,4.017208288,5.158280421,10.12966379,10.81940976,5.755,0
1997-11-21 17:00,3.979022619,5.098485989,10.04062234,10.76469511,5.98,0
1997-11-21 18:00,3.977979739,5.210264169,10.08300332,10.70776656,5.975,0
1997-11-21 19:00,4.005581318,5.158895147,10.05486241,10.67188731,5.915,0
1997-11-21 20:00,4.002851773,5.150649202,10.0148776,10.75194787,5.85,0
1997-11-21 22:00,4.015493039,5.17439218,10.09638189,10.82775605,5.71,0
1997-11-21 23:00,4.001714015,5.174183586,10.1684432,10.7778377,5.535,0
1997-11-22 0:00,3.989851779,5.049436432,9.992321889,10.86663654,5.31,0
1997-11-22 1:00,3.993210273,5.199815118,10.0575028,10.87778572,5.125,0
1997-11-22 2:00,4.003102222,5.161783958,10.19522684,10.86150264,4.915,0
1997-11-22 6:00,4.00969938,5.165111767,10.33509312,10.94385398,4.605,0
1997-11-22 7:00,3.992672692,5.188078916,10.13196374,11.12664751,4.64,0
1997-11-22 9:00,4.003571091,5.15911661,10.22569069,10.70893544,4.455,0
1997-11-22 11:00,3.962842541,5.32133805,10.06359603,10.89413257,4.325,0
1997-11-22 12:00,3.991964093,5.150223453,10.13027919,10.603237,4.85,0
1997-11-22 13:00,4.000734904,5.184149237,10.20831099,10.78918209,5.545,0
1997-11-22 14:00,4.009473935,5.214239228,10.20877854,10.87372734,6.435,0
1997-11-22 15:00,3.991978843,5.204986198,10.0709213,10.6985942,7.22,0
1997-11-22 16:00,3.994400077,5.194315725,10.07558955,10.65956511,7.82,0
1997-11-22 17:00,3.964819654,5.16083773,10.16754344,10.54910934,7.815,0
1997-11-22 18:00,3.989336831,5.173846235,10.16117027,10.79855733,7.465,0
1997-11-22 19:00,3.973246087,5.139610632,10.17529258,10.81777089,6.995,0
1997-11-22 20:00,3.988357808,5.179920916,10.16831755,10.86362985,6.55,0
1997-11-22 21:00,3.989529557,5.125122554,10.18944772,10.81634803,6.14,0
1997-11-22 22:00,4.000382346,5.159675674,10.18394228,10.97241505,5.755,0
1997-11-22 23:00,4.002977973,5.137616314,10.066786,10.64244668,5.465,0
1997-11-23 0:00,3.990572881,5.155488328,10.1651973,10.71469309,5.155,0
1997-11-23 2:00,3.987299367,5.109627969,10.08826736,10.60465078,4.615,0
1997-11-23 3:00,4.007335904,5.165613379,10.13952508,10.86238994,4.37,0
1997-11-23 4:00,4.00632964,5.142796611,10.18466626,10.74666065,4.21,0
1997-11-23 7:00,4.000365562,5.29211157,10.32203401,10.85146132,3.835,0
1997-11-23 8:00,3.986884053,5.123686331,10.16539816,10.58128641,3.765,0
1997-11-23 9:00,4.008037373,5.199441697,10.1647696,10.85501942,3.665,0
1997-11-23 10:00,4.024759411,5.079770446,10.19537948,10.73661451,3.605,0
1997-11-23 11:00,3.990616666,5.135324375,10.27248419,10.81409974,3.68,0
1997-11-23 12:00,4.005887131,5.137679052,10.06949847,10.81273273,3.805,0
1997-11-23 13:00,4.002498114,5.158554936,10.12934713,10.6415469,4.11,0
1997-11-23 14:00,4.010067759,5.174563062,10.2668195,10.84535657,4.44,0
1997-11-23 15:00,4.004282069,5.187492413,9.98433016,10.9105001,4.835,0
1997-11-23 16:00,4.012342035,5.16169352,10.12801743,10.81089579,5.145,0
1997-11-23 17:00,4.00209426,5.164855214,9.983427829,10.81640535,5.215,0
1997-11-23 18:00,4.006546826,5.172014721,10.12927943,10.76127059,5.045,0
1997-11-23 19:00,3.999701924,5.140799066,10.10789684,10.87248646,4.71,0
1997-11-23 20:00,3.991842602,5.135393641,10.07547319,10.84410897,4.54,0
1997-11-23 22:00,4.000088587,5.123390232,10.12462819,10.84868808,4.405,0
1997-11-24 0:00,4.021759498,5.134498843,10.20134822,10.86715885,4.305,0
1997-11-24 1:00,4.011243566,5.154563816,10.16151148,11.0698404,4.295,0
1997-11-24 3:00,4.021520227,5.143063938,10.22663757,10.79178422,4.195,0
1997-11-24 5:00,4.009583153,5.125785008,10.08682036,10.70429369,4.125,0
1997-11-24 7:00,4.014675581,5.169439873,10.26939009,10.76601173,4.05,0
1997-11-24 8:00,4.02598583,5.159664322,10.15331553,10.59594703,3.94,0
1997-11-24 10:00,4.011372397,5.183032464,10.07493018,10.7457326,3.815,0
1997-11-24 11:00,4.013067827,5.165993919,10.18635413,10.7900904,3.785,0
1997-11-24 12:00,4.001530549,5.080670312,10.3240075,10.83589099,3.845,0
1997-11-24 14:00,3.99632773,5.175335734,10.28512503,10.79382787,4.17,0
1997-11-24 15:00,4.007407768,5.116757285,10.12665442,10.98826314,4.435,0
1997-11-24 16:00,4.010551846,5.129927337,10.24072775,10.75387635,4.665,0
1997-11-24 17:00,4.013565722,5.159132843,10.14122068,11.05008822,4.77,0
1997-11-24 18:00,3.999736092,5.187821951,10.17632475,10.9418247,4.745,0
1997-11-24 19:00,3.988579925,5.142005308,10.31914451,10.99559213,4.64,0
1997-11-24 20:00,4.016391411,5.161233854,10.22406772,10.83262981,4.54,0
1997-11-24 21:00,4.0060123,5.23327942,10.21352313,10.86968356,4.43,0
1997-11-24 22:00,4.014522458,5.162858362,10.28989517,11.11967959,4.35,0
1997-11-24 23:00,4.017144609,5.161193458,10.14250875,10.93363817,4.29,0
1997-11-25 0:00,4.015145548,5.159560513,10.17492295,10.89422556,4.19,0
1997-11-25 1:00,4.019386485,5.172067721,10.19397969,10.8266649,4.105,0
1997-11-25 3:00,4.010359626,5.285939741,9.986360204,10.97455907,3.965,0
1997-11-25 4:00,4.019647973,5.172612625,10.23702214,11.06953438,3.885,0
1997-11-25 6:00,4.02745037,5.144792777,10.27941015,11.29041359,3.755,0
1997-11-25 8:00,3.98242404,5.295467691,10.10489986,11.16944285,3.605,0
1997-11-25 13:00,4.017787704,5.135422011,10.15901752,10.89306981,3.825,0
1997-11-25 15:00,4.032721512,5.170243207,10.20865147,11.40380186,4.185,0
1997-11-25 16:00,4.008296017,5.14361084,10.2524663,10.95812689,4.365,0
1997-11-25 18:00,4.004368468,5.197401978,10.2308149,11.14682969,4.345,0
1997-11-25 19:00,3.995770327,5.177935806,10.20329941,11.11613287,4.075,0
1997-11-25 21:00,4.017900917,5.162098664,10.01634707,10.82559956,3.64,0
1997-11-25 22:00,4.040072997,5.120718721,10.33122662,10.84290043,3.445,0
1997-11-25 23:00,4.016075791,5.141472914,10.31414676,11.15171409,3.19,0
1997-11-26 0:00,4.016933708,5.115497661,10.37027339,10.97196186,3.005,0
1997-11-26 1:00,4.015877923,5.190465812,10.27845414,10.99584718,2.745,0
1997-11-26 6:00,4.06658871,5.193331173,10.29566867,10.99011356,1.49,0
1997-11-26 8:00,4.050383164,5.222565743,10.36117139,11.17548926,1.03,0
1997-11-26 9:00,4.126520295,5.316963503,10.29562615,11.24000018,0.855,0
1997-11-26 10:00,4.101139747,5.187427935,10.4992782,11.27320991,0.72,0
1997-11-26 11:00,4.074683734,5.124553176,10.3679182,11.04332864,0.63,0
1997-11-26 12:00,4.055696519,5.129208249,10.24204019,11.34899309,0.6,0
1997-11-26 13:00,4.027329225,5.159795243,10.26398656,11.20846885,0.755,0
1997-11-26 14:00,4.002977499,5.129963962,10.26425227,11.28117712,1.16,0
1997-11-26 15:00,4.008658389,5.147569238,10.11383045,11.36159209,1.925,0
1997-11-26 17:00,3.993099804,5.140676543,10.16130778,10.99125423,2.88,0
1997-11-26 19:00,4.010069096,5.166327486,10.04582473,11.56914058,2.45,0
1997-11-26 22:00,4.045617652,5.131156679,10.27939269,11.02827839,1.395,0
1997-11-27 0:00,4.080077934,5.187875059,10.34049105,11.17947952,0.925,0
1997-11-27 1:00,4.052948096,5.173474755,10.20722092,11.16066488,0.745,0
1997-11-27 3:00,4.034060485,5.192830359,10.30493969,10.93971003,0.58,0
1997-11-27 6:00,4.074815993,5.188762066,10.27419112,10.86809749,0.44,0
1997-11-27 7:00,4.057368486,5.098292997,10.20360862,11.3755829,0.425,0
1997-11-27 8:00,4.044517175,5.164366331,10.30989486,10.98720077,0.4,0
1997-11-27 10:00,4.080075058,5.094915358,10.43280904,10.96525362,0.335,0
1997-11-27 14:00,4.022319669,5.121510317,10.23233102,10.84475742,0.855,0
1997-11-27 16:00,4.030387418,5.060199642,10.38299083,10.82306764,1.355,0
1997-11-27 18:00,4.006878516,5.129303555,10.1953764,10.97965751,1.495,0
1997-11-27 19:00,4.032997972,5.035724374,10.15445534,10.81630324,1.44,0
1997-11-27 20:00,4.021900857,5.172459089,10.17320664,11.26984356,1.345,0
1997-11-27 23:00,4.043046795,5.116646296,10.18821658,10.99893833,1.215,0
1997-11-28 0:00,4.023928036,5.172957213,10.1224137,11.42434269,1.19,0
1997-11-28 2:00,4.029409522,5.159447294,10.20885916,11.11902479,1.115,0
1997-11-28 6:00,4.01248689,5.156837201,10.33388896,10.86172578,0.975,0
1997-11-28 8:00,4.042076188,5.095471676,10.20211258,11.14553233,0.8,0
1997-11-28 11:00,4.033803387,5.169333201,10.20532491,10.91267278,0.74,0
1997-11-28 12:00,4.039613436,5.129364057,10.32541091,10.80715294,0.895,0
1997-11-28 14:00,4.018998405,5.133665057,10.20339233,10.82667137,1.355,0
1997-11-28 15:00,4.006789921,5.164007385,10.14695923,10.64327575,1.665,0
1997-11-28 16:00,4.005306776,5.128789092,10.13122647,10.8038288,1.985,0
1997-11-28 17:00,4.011057619,5.220546534,10.15172103,10.80871038,2.12,0
1997-11-28 21:00,4.020977882,5.162261395,10.19220318,10.73772186,1.91,0
1997-11-28 22:00,4.020223413,5.1951037,10.21458126,10.78944384,1.875,0
1997-11-29 1:00,3.999132195,5.112735344,10.19093519,10.86394981,1.75,0
1997-11-29 2:00,4.009635057,5.152471674,10.28958506,10.75785929,1.705,0
1997-11-29 3:00,4.013636643,5.18479204,10.19789717,10.84409297,1.635,0
1997-11-29 4:00,4.019923182,5.159670217,10.27977043,10.81657042,1.54,0
1997-11-29 5:00,4.024603837,5.167044236,10.17612349,10.77844928,1.365,0
1997-11-29 6:00,4.033124728,5.159843865,10.18982765,10.78002838,1.19,0
1997-11-29 7:00,4.01888634,5.18844966,10.21738814,10.7553712,1.035,0
1997-11-29 8:00,3.996400205,5.020690573,10.07637319,10.89366458,0.89,0
1997-11-29 9:00,3.988263238,5.098266953,10.13913775,10.96803036,0.805,0
1997-11-29 10:00,4.031020152,5.069775549,10.21875428,10.75665453,0.725,0
1997-11-29 11:00,3.980175799,5.104453781,10.14169644,10.84356616,0.7,0
1997-11-29 12:00,4.020898971,5.025827344,10.1150214,11.101863,0.97,0
1997-11-29 13:00,4.017872234,5.136856549,10.20730439,10.77806564,1.475,0
1997-11-29 14:00,3.996668179,5.109551217,10.16008371,10.89533424,2.13,0
1997-11-29 16:00,4.000172424,5.171924857,10.0842542,10.73908375,3.03,0
1997-11-29 17:00,3.985986272,5.090336009,10.0719089,10.72168946,3.19,0
1997-11-29 19:00,4.000787303,5.182684676,10.13238345,10.79240526,3.2,0
1997-11-29 20:00,4.015880781,5.178891274,10.15670993,11.04873183,3.17,0
1997-11-29 23:00,4.003046572,5.143073907,10.26942136,10.96075751,3.18,0
1997-11-30 0:00,4.003499872,5.206858404,10.03901505,10.91252236,3.205,0
1997-11-30 3:00,4.016344059,5.24932146,10.16338895,10.92135153,3.385,0
1997-11-30 4:00,4.010921821,5.196376681,10.04880723,11.01733451,3.36,0
1997-11-30 7:00,4.001844307,5.202404553,10.14940502,10.72794674,3.385,0
1997-11-30 9:00,4.01622425,5.198305435,10.24152246,11.06359469,3.155,0
1997-11-30 10:00,3.995544301,5.152049113,10.20922704,10.75354646,3.035,0
1997-11-30 11:00,4.002122515,5.183750159,10.23191874,10.7353864,3.055,0
1997-11-30 12:00,4.009254918,5.157305488,10.1537416,10.96066792,3.475,0
1997-11-30 14:00,4.001105317,5.160335188,10.20884812,10.73518291,5.07,0
1997-11-30 15:00,4.007997035,5.121604945,10.16889743,10.66707294,5.885,0
1997-11-30 16:00,3.984227868,5.145672756,10.12972085,10.79347655,6.52,0
1997-11-30 17:00,3.985074023,5.147283034,10.15950098,10.58184772,6.52,0
1997-11-30 18:00,3.976021966,5.153346431,10.05431054,10.69626786,6.26,0
1997-11-30 20:00,4.008014071,5.257135606,10.22283015,10.6435417,5.52,0
1997-11-30 21:00,3.987273867,5.150330764,10.30235012,10.80221246,5.185,0
1997-11-30 23:00,4.007981309,5.164977467,10.16937856,10.83354745,4.585,0
1997-12-01 1:00,3.993316024,5.123707693,10.29801069,10.78772069,4.29,0
1997-12-01 2:00,3.993970725,5.206171348,10.13389983,10.77328886,4.14,0
1997-12-01 3:00,3.991122564,5.195391339,10.19429545,10.6867677,4.105,0
1997-12-01 4:00,3.987984336,5.118476602,10.33572605,10.72777965,4.16,0
1997-12-01 7:00,4.007213352,5.220115786,10.13459393,10.73156679,4.185,0
1997-12-01 9:00,3.991199931,5.137024961,10.20111744,10.71925734,3.975,0
1997-12-01 10:00,4.005519095,5.21064718,10.11050982,10.65605931,3.82,0
1997-12-01 12:00,3.9238609,5.129167121,10.31257723,10.63679372,4.19,0
1997-12-01 13:00,3.985338821,5.133441345,10.23069087,10.78715241,4.53,0
1997-12-01 14:00,4.004085932,5.227471925,10.13457557,10.72159468,4.91,0
1997-12-01 15:00,3.985275379,5.151209497,10.02600985,10.76173798,5.26,0
1997-12-01 18:00,3.997993332,5.167987109,10.09895448,10.62800636,5.605,0
